# f, Sn
1.000000000000000082e-05,6.280912094866415077e-14
1.001152070811581898e-05,6.259259060993156514e-14
1.002305468890316642e-05,6.237680686499744543e-14
1.003460195765313931e-05,6.216176713947737420e-14
1.004616252967439447e-05,6.194746886786520375e-14
1.005773642029323925e-05,6.173390949350095901e-14
1.006932364485362297e-05,6.152108646854078502e-14
1.008092421871723011e-05,6.130899725392550617e-14
1.009253815726338210e-05,6.109763931935221452e-14
1.010416547588912199e-05,6.088701014324298045e-14
1.011580619000928560e-05,6.067710721271396719e-14
1.012746031505641510e-05,6.046792802354728423e-14
1.013912786648084548e-05,6.025947008015983680e-14
1.015080885975069430e-05,6.005173089557428317e-14
1.016250331035195833e-05,5.984470799138790934e-14
1.017421123378842030e-05,5.963839889774497477e-14
1.018593264558171503e-05,5.943280115330672298e-14
1.019766756127142764e-05,5.922791230522029416e-14
1.020941599641498350e-05,5.902372990909203013e-14
1.022117796658775148e-05,5.882025152895672766e-14
1.023295348738302030e-05,5.861747473724931525e-14
1.024474257441210863e-05,5.841539711477453557e-14
1.025654524330425834e-05,5.821401625067996017e-14
1.026836150970671754e-05,5.801332974242656807e-14
1.028019138928482187e-05,5.781333519575859240e-14
1.029203489772189119e-05,5.761403022467744374e-14
1.030389205071933797e-05,5.741541245141150628e-14
1.031576286399664189e-05,5.721747950638863493e-14
1.032764735329145319e-05,5.702022902820660776e-14
1.033954553435949102e-05,5.682365866360677808e-14
1.035145742297464676e-05,5.662776606744486757e-14
1.036338303492896711e-05,5.643254890266329313e-14
1.037532238603275233e-05,5.623800484026236395e-14
1.038727549211445288e-05,5.604413155927436266e-14
1.039924236902075586e-05,5.585092674673469836e-14
1.041122303261666969e-05,5.565838809765341916e-14
1.042321749878541739e-05,5.546651331498970999e-14
1.043522578342853651e-05,5.527530010962326002e-14
1.044724790246587068e-05,5.508474620032735309e-14
1.045928387183566111e-05,5.489484931374059492e-14
1.047133370749445167e-05,5.470560718434153071e-14
1.048339742541716855e-05,5.451701755442091513e-14
1.049547504159720325e-05,5.432907817405348367e-14
1.050756657204631265e-05,5.414178680107322665e-14
1.051967203279472065e-05,5.395514120104537513e-14
1.053179143989109611e-05,5.376913914724029914e-14
1.054392480940266301e-05,5.358377842060562613e-14
1.055607215741509034e-05,5.339905680974185570e-14
1.056823350003257844e-05,5.321497211087484419e-14
1.058040885337794715e-05,5.303152212782856683e-14
1.059259823359252566e-05,5.284870467200097232e-14
1.060480165683626267e-05,5.266651756233635374e-14
1.061701913928769583e-05,5.248495862530029434e-14
1.062925069714407544e-05,5.230402569485209530e-14
1.064149634662124083e-05,5.212371661242112878e-14
1.065375610395371682e-05,5.194402922687989048e-14
1.066602998539479513e-05,5.176496139451766429e-14
1.067831800721642422e-05,5.158651097901659138e-14
1.069062018570932787e-05,5.140867585142498783e-14
1.070293653718296963e-05,5.123145389013269425e-14
1.071526707796567138e-05,5.105484298084433025e-14
1.072761182440449985e-05,5.087884101655605146e-14
1.073997079286535471e-05,5.070344589752944770e-14
1.075234399973305661e-05,5.052865553126554209e-14
1.076473146141123547e-05,5.035446783248171850e-14
1.077713319432244558e-05,5.018088072308555025e-14
1.078954921490813177e-05,5.000789213215071149e-14
1.080197953962875306e-05,4.983549999589096370e-14
1.081442418496366411e-05,4.966370225763733552e-14
1.082688316741120324e-05,4.949249686781278458e-14
1.083935650348878567e-05,4.932188178390675194e-14
1.085184420973278491e-05,4.915185497045263857e-14
1.086434630269865134e-05,4.898241439900223995e-14
1.087686279896088512e-05,4.881355804810230742e-14
1.088939371511314968e-05,4.864528390326900170e-14
1.090193906776815482e-05,4.847758995696589317e-14
1.091449887355775161e-05,4.831047420857890130e-14
1.092707314913302045e-05,4.814393466439169485e-14
1.093966191116415759e-05,4.797796933756355953e-14
1.095226517634058352e-05,4.781257624810462152e-14
1.096488296137092776e-05,4.764775342285274330e-14
1.097751528298313387e-05,4.748349889544880385e-14
1.099016215792435274e-05,4.731981070631497664e-14
1.100282360296102557e-05,4.715668690263057784e-14
1.101549963487898216e-05,4.699412553830778832e-14
1.102819027048331721e-05,4.683212467397017776e-14
1.104089552659851063e-05,4.667068237692853385e-14
1.105361542006840719e-05,4.650979672115811165e-14
1.106634996775631987e-05,4.634946578727486041e-14
1.107909918654492145e-05,4.618968766251399181e-14
1.109186309333633762e-05,4.603046044070627629e-14
1.110464170505223349e-05,4.587178222225466118e-14
1.111743503863369828e-05,4.571365111411311663e-14
1.113024311104136567e-05,4.555606522976300764e-14
1.114306593925538328e-05,4.539902268919110063e-14
1.115590354027553126e-05,4.524252161886603009e-14
1.116875593112110541e-05,4.508656015171766208e-14
1.118162312883103234e-05,4.493113642711364285e-14
1.119450515046384411e-05,4.477624859083775891e-14
1.120740201309779678e-05,4.462189479506674446e-14
1.122031373383075013e-05,4.446807319834990988e-14
1.123324032978026594e-05,4.431478196558618269e-14
1.124618181808368930e-05,4.416201926800165974e-14
1.125913821589804693e-05,4.400978328312916627e-14
1.127210954040014887e-05,4.385807219478560609e-14
1.128509580878657322e-05,4.370688419305074441e-14
1.129809703827378131e-05,4.355621747424448232e-14
1.131111324609799577e-05,4.340607024090712896e-14
1.132414444951530045e-05,4.325644070177694739e-14
1.133719066580172343e-05,4.310732707176814222e-14
1.135025191225313202e-05,4.295872757195108756e-14
1.136332820618533943e-05,4.281064042952998023e-14
1.137641956493408789e-05,4.266306387782230408e-14
1.138952600585515701e-05,4.251599615623672299e-14
1.140264754632425543e-05,4.236943551025354233e-14
1.141578420373710714e-05,4.222338019140307527e-14
1.142893599550954981e-05,4.207782845724397117e-14
1.144210293907741444e-05,4.193277857134392951e-14
1.145528505189664062e-05,4.178822880325804725e-14
1.146848235144325785e-05,4.164417742850868079e-14
1.148169485521349739e-05,4.150062272856374281e-14
1.149492258072367870e-05,4.135756299081780118e-14
1.150816554551029928e-05,4.121499650857087435e-14
1.152142376713013460e-05,4.107292158100728993e-14
1.153469726316011103e-05,4.093133651317699180e-14
1.154798605119742954e-05,4.079023961597418407e-14
1.156129014885954532e-05,4.064962920611767269e-14
1.157460957378427628e-05,4.050950360612997638e-14
1.158794434362968945e-05,4.036986114431860227e-14
1.160129447607419593e-05,4.023070015475544711e-14
1.161465998881664740e-05,4.009201897725610393e-14
1.162804089957621080e-05,3.995381595736167403e-14
1.164143722609249195e-05,3.981608944631790316e-14
1.165484898612551188e-05,3.967883780105607223e-14
1.166827619745582199e-05,3.954205938417236063e-14
1.168171887788438549e-05,3.940575256390988548e-14
1.169517704523267732e-05,3.926991571413833642e-14
1.170865071734277229e-05,3.913454721433398896e-14
1.172213991207722983e-05,3.899964544956176904e-14
1.173564464731921261e-05,3.886520881045500129e-14
